Spot ID,Name,Latitude,Longitude
16105,Singapore-Changi,1.37,103.98
19220,Palau Batam,1.12,104.12
16917,Kisumu,0.1,34.75
17057,Piri Grande,0.03,-50.05
16920,San Antonio,0.92,-78.62
17525,HUEN entebbe airport,0.05,32.45
19238,HKEL eldoret,0.53,35.28
32454,Kophiang,0.15,109.4
49570,Nakuru,0.27,36.1
51820,52001,1.986,165.017
51897,Java Buoy,0.01,-9.877
51944,Maldives East Buoy,0.066,80.528
51977,51023,0.019,-154.979
52003,52311,0.019,-179.923
52004,52321,0.034,165.054
52033,51311,0.045,-140.024
52034,51016,1.97,-125.056
52035,51021,1.992,-154.957
52048,51008,1.972,-140.037
54126,32320,1.995,-95.31
63123,Entebbe Airport,0.04239,32.4435
68478,Eldoret International,0.4,35.23333
68484,Eldoret,0.53333,35.28333
147574,Kijang Airport,0.92268,104.53231
150458,23015,0.415,67.012
166171,23014,1.71,66.7
30851,NGTA tarawa,1.35,172.92
35408,Pasto SKPS,1.42,-77.27
16060,Teck Hock,1.37,103.92
19108,Kiribati,1.98,-157.48
16996,Seletar,1.42,103.87
20091,Parit,0.47,101.45
62963,Ternate,0.76667,127.36667
63311,Tarawa,1.35,172.91667
69425,Tororo,0.68333,34.16667
70309,Pasto / Antonio Narin,1.41667,-77.26667
70310,Ipiales / San Luis,0.81667,-77.63333
72173,Bonriki Airport,1.38333,173.15
640453,Backland,0.0,0.0
35407,Ipiales SKIP,0.82,-77.63
43846,Menado WAMM,1.53,124.92
49609,HKME,0.08,37.65
53102,HKWJ,1.75,40.07
63001,Tanjung Pinang,0.91667,104.53333
63202,Tomalon,0.03333,-78.23333
63236,Wajir,1.75,40.06667
63308,Christmas / Cassidy,1.98333,-157.48333
67658,Ascazubi,0.08333,-78.3
69125,Masindi,1.68333,31.71667
94795,Kaadedhdhoo,0.48333,72.98333
97578,Tulcan/el Rosal,0.80951,-77.70806
99794,S. Tome,0.37817,6.71215
153905,SETU,0.82,-77.7
94794,Kadhdhoo,1.88333,73.5
16991,Kampong Haji Baki,1.48,110.33
16992,Kampung Seelung,1.63,103.67
17242,FOOL libreville,0.45,9.42
17341,Kampong Ilir,1.25,111.43
20034,Umarituba,0.13,-67.08
49401,Embu,0.5,37.45
53060,HKNI,0.5,36.97
62947,Menado / Dr. Sam Ratula,1.53333,124.91667
62948,Toli-toli/lalos,1.016,120.8
62949,Gorontalo/jalal,0.51667,123.06667
62976,Gunung Sitoli,1.16638,97.70468
62982,Sintang/susilo(a,0.11667,111.53333
63000,Sibolga/pinangso,1.55594,98.88891
63002,Pakanbaru / Simpangtiga,0.46079,101.44454
63039,Bitung,1.43333,125.18333
63046,Galela/gamarmala,1.81667,127.83333
63113,Kisangani (zai-a,0.51667,25.18333
63178,Meru,0.08333,37.65
63192,San Gabriel,0.58333,-77.8
63193,La Concordia,0.03333,-79.36667
63214,Lago Agrio,0.1,-76.88333
63412,Bangoka International Airport,0.48164,25.33797
