Spot ID,Name,Latitude,Longitude
65256,Bora Bora,-16.45,-151.75
16103,Tahiti-Faaa,-17.551,-149.613
17528,Nadi Bay,-17.75,177.45
44962,Cairns,-16.87,145.75
66015,Yasawa-i-rara,-16.7,177.58333
631511,Bora-Bora,-16.51606,-151.72063
20065,Porto Seguro,-16.43,-39.07
44372,Argyle,-16.64,128.45
44512,Broome,-17.95,122.24
44515,Curtin,-17.57,123.82
44647,Derby,-17.37,123.66
44657,Burketown Airport,-17.75,139.54
44954,Normanton,-17.69,141.07
44955,Sweers Island,-17.11,139.6
44961,Atherton,-17.26,145.48
44968,Low Isles,-16.38,145.56
44970,Mareeba,-17.07,145.43
45082,Flinders Reef,-17.72,148.45
45084,Holmes Reef,-16.47,147.87
45087,Willis Island,-16.29,149.97
45360,Borroloola Airport,-16.08,136.3
45363,Daly Waters,-16.26,133.38
45365,McArthur River Mine,-16.44,136.08
45382,Elliott,-17.55,133.54
91462,Arlington Reef,-16.72,146.11
91480,Rowley Shoals,-17.52,118.94
114981,Broome Port,-18.0,122.22
116567,Lombadina,-16.52,122.92
119427,Mornington Island Airport,-16.66,139.16
164932,Innisfail Aero,-17.56,146.01
16902,Castedo,-16.15,-62.02
16949,FBKE kasane,-17.82,25.15
17049,La Paz,-16.52,-68.18
17256,Viro Viro,-17.63,-63.13
17257,Cochabamba,-17.42,-66.18
17404,Quelimane FQQL,-17.88,36.88
17419,San Aurelio,-17.8,-63.18
20058,Goiânia,-16.63,-49.22
63947,Rowley Shoals,-17.52,118.945
64059,Argyle Aerodrome,-16.6381,128.4517
64464,Burketown Airport,-17.7483,139.5356
64557,Borroloola,-16.0757,136.3041
64564,Daly Waters Aws,-16.2636,133.3782
64566,Mcarthur River Mine,-16.4423,136.076
64589,Efate,-17.7,168.3
64648,Viru-viru,-17.64476,-63.13536
64649,Santa Cruz de la Sierra,-17.81158,-63.17148
65274,Elliott,-17.5521,133.5407
66012,Udu Point,-16.13333,-179.98333
66017,Vanua Balavu,-17.23333,-178.95
83812,Porto Seguro,-16.43864,-39.08092
85433,Matei/taveuni Is,-16.6906,-179.877
85656,Lambasa Airport,-16.46667,179.35
169079,Bora-bora/motu-m,-16.44438,-151.75129
534620,FW9120 Cochabamba BO,-17.32,-66.23667
603090,SAN IGNACIO DE V TG,-16.4,-61.05
64644,San Javier,-16.2708,-62.4703
64645,Concepcion,-16.149,-62.017
66014,Nabouwalu,-17.0,178.7
69136,Quelimane,-17.88333,36.88333
52812,Viwa,-17.15,176.9
45377,Victoria River Downs,-16.4,131.01
534810,Yasawa Island Airport,-16.7589,177.545
16689,Agua Caliente,-17.8,-60.73
16905,Oruro,-17.97,-67.07
17051,Interlândia,-16.23,-48.97
19322,NVSL lamap malekula,-16.42,167.8
19380,FQTT tete / chingozi,-16.1,33.63
49174,FYRU,-17.92,19.77
64563,Victoria River Downs,-16.403,131.0145
64650,San Jose De Chiquitos,-17.8,-60.73333
85449,Savusavu Airport,-16.8028,179.341
96068,Ilo-Pozo de Lisas,-17.7,-71.34
115390,Ngjiva Pereira Airport,-17.04346,15.68382
159279,FNGI,-17.05,15.68
162897,NFNS,-16.8,179.33
534809,Vanua Balavu Airport,-17.269,-178.976
603141,HARARE/MUGABE TG,-17.9333,31.1
530008,Western Division,-17.77133,177.19452
44548,Cygnet Bay,-16.45,123.01
44616,Palmerville,-16.0,144.08
31166,Ondangwa Airport,-17.88,15.95
49173,Katima Mulilo FYKM,-17.63,24.18
64468,Palmerville,-16.0008,144.0758
64647,San Matías Airport,-16.332,-58.383
67031,Kasane,-17.83288,25.1624
68779,Walkamin,-17.1347,145.4281
68964,Harare Kutsaga,-17.91667,31.13333
69032,Sainte-Marie,-17.09389,49.81583
69112,Angoche,-16.216,39.9
69407,Tete,-16.18333,33.58333
593474,Piracanjuba,-17.5512,-49.02961
597413,GW3169 Murillo BO,-16.48467,-68.11767
642680,Alice St,-17.50402,146.07585
16192,Arequipa,-16.34,-71.57
44973,South Johnstone,-17.61,146.0
166264,Manoora,-16.91011,145.74211
2971,Mareeba-Paddys Green,-17.01986,145.34099
19673,FVKB kariba,-16.52,28.88
20047,Montes Claros,-16.72,-43.87
20084,Dolorosa,-16.27,-62.47
63128,Pedra Azul,-16.0,-41.28333
63129,Aracuai,-16.86667,-42.06667
67913,Montes Claros,-16.71667,-43.86667
68758,Ondangwa,-17.93333,15.98333
68911,Harare (belvedere),-17.83333,31.01667
68913,Mvurwi,-17.03333,30.85
68962,Caia,-17.83333,35.33333
68965,Mount Darwin,-16.78333,31.58333
68967,Karoi,-16.83333,29.61667
69038,Livingstone,-17.82176,25.82269
69221,Goiania,-16.66667,-49.25
69222,Rio Verde,-17.91667,-50.91667
69524,Choma,-16.83333,27.06667
71610,Mutoko,-17.41667,32.21667
71617,Kariba,-16.51976,28.88498
71973,Ambohitsilaozana,-17.63333,48.5
72180,Ngabu,-16.5,34.95
73005,Senanga,-16.1,23.26667
73006,Sesheke,-17.4763,24.3047
73007,Magoye,-16.0,27.6
73279,Mimosa,-16.082,35.583
95695,Pereira De Eca,-17.08333,15.73333
573351,Peninsula Drive,-17.99278,145.74586
589784,Salleh St,-17.96287,122.21255
596231,GW3256 Bellenden Ker AU,-17.26033,145.91068
621430,@Tm_os,-17.64759,-149.59187
631914,Papara,-17.7522,-149.55571
650688,THV Tempest Station,-17.69015,-149.58044
33632,Cairns,-16.86502,145.80831
33674,Broome,-17.93903,122.18603
33756,Bora Bora,-16.42735,-151.68643
33758,Moorea,-17.48114,-149.91363
33759,Fiji,-17.30395,178.26796
33763,Tahiti,-17.48856,-149.49704
34232,Port Douglas,-16.50273,145.48161
53809,Teahupoo,-17.85692,-149.26827
87529,Yorkeys Knob,-16.79866,145.7198
91714,Green Island,-16.76121,145.97259
92969,Cairns Airport,-16.8736,145.7458
92974,Broome Airport,-17.9475,122.2353
93008,Curtin/derby,-17.58139,123.82833
